category,parent,chart_name,chart_url
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Inscription Counts,Inscription Transaction Counts by Type,https://charts.checkonchain.com/btconchain/adoption/inscriptions_tx_0/inscriptions_tx_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Inscription Counts,Inscription Transaction Dominance by Type,https://charts.checkonchain.com/btconchain/adoption/inscriptions_tx_1/inscriptions_tx_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Inscription Counts,Cumulative Inscription Transaction Count by Type,https://charts.checkonchain.com/btconchain/adoption/inscriptions_tx_2/inscriptions_tx_2_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Inscription Counts,Active Addresses Impact From Non-Monetary Transactions,https://charts.checkonchain.com/btconchain/adoption/inscriptions_vs_addresses/inscriptions_vs_addresses_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Inscription Fees,Inscription Fees Paid by Type,https://charts.checkonchain.com/btconchain/adoption/inscriptions_fee_0/inscriptions_fee_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Inscription Fees,Inscription Fee Dominance by Type,https://charts.checkonchain.com/btconchain/adoption/inscriptions_fee_1/inscriptions_fee_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Inscription Fees,Cumulative Inscription Fees Paid by Type,https://charts.checkonchain.com/btconchain/adoption/inscriptions_fee_2/inscriptions_fee_2_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Inscription Blockspace Demand,Inscription Blockspace Consumption by Type,https://charts.checkonchain.com/btconchain/adoption/inscriptions_size_0/inscriptions_size_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Inscription Blockspace Demand,Inscription Blockspace Dominance by Type,https://charts.checkonchain.com/btconchain/adoption/inscriptions_size_1/inscriptions_size_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Inscription Blockspace Demand,Cumulative Inscription Blockspace Consumption by Type,https://charts.checkonchain.com/btconchain/adoption/inscriptions_size_2/inscriptions_size_2_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Circulating Supply,Circulating Supply,https://charts.checkonchain.com/btconchain/supply/circulating/circulating_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Circulating Supply,Circulating Supply vs Transfer Volume,https://charts.checkonchain.com/btconchain/supply/circulating_volume/circulating_volume_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Issuance,Circulating Supply and Issuance,https://charts.checkonchain.com/btconchain/supply/circulating_issuance/circulating_issuance_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Supply Breadown,Supply Breakdown [BTC],https://charts.checkonchain.com/btconchain/supply/breakdown_age_0/breakdown_age_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Supply Breadown,Supply Breakdown (Relative),https://charts.checkonchain.com/btconchain/supply/breakdown_age_1/breakdown_age_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,The HODL Waves,The HODL Waves,https://charts.checkonchain.com/btconchain/supply/hodl_waves_0/hodl_waves_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,The HODL Waves,The HODL Waves,https://charts.checkonchain.com/btconchain/supply/hodl_waves_1/hodl_waves_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,The HODL Waves,The Realised Cap HODL Waves,https://charts.checkonchain.com/btconchain/supply/rcaphodl_waves_0/rcaphodl_waves_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,The HODL Waves,The Realised Cap HODL Waves,https://charts.checkonchain.com/btconchain/supply/rcaphodl_waves_1/rcaphodl_waves_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,The HODL Waves,Long/Short Term Holder RCap HODL Waves,https://charts.checkonchain.com/btconchain/supply/rcap_hodlwave_bycohort/rcap_hodlwave_bycohort_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Wallet Waves,Supply Held by Wallet Size,https://charts.checkonchain.com/btconchain/supply/distribution_waves_0/distribution_waves_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Wallet Waves,Supply Held by Wallet Size,https://charts.checkonchain.com/btconchain/supply/distribution_waves_1/distribution_waves_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Supply Older than 1yr+,Supply Older Than 6-months,https://charts.checkonchain.com/btconchain/supply/older6m_0/older6m_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Supply Older than 1yr+,Supply Older Than 6-months,https://charts.checkonchain.com/btconchain/supply/older6m_1/older6m_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Long/Short-Term Holder Supply,Bitcoin Supply Breakdown by Long/Short-Term Holders,https://charts.checkonchain.com/btconchain/supply/breakdown_lthsth_0/breakdown_lthsth_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Long/Short-Term Holder Supply,Bitcoin Supply Breakdown by Long/Short-Term Holders,https://charts.checkonchain.com/btconchain/supply/breakdown_lthsth_1/breakdown_lthsth_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Long/Short-Term Holder Supply,Long-Term Holder Supply Net Position Change (30-day),https://charts.checkonchain.com/btconchain/supply/lthnetposchange_0/lthnetposchange_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Long/Short-Term Holder Supply,Long-Term Holder Supply Net Position Change (30-day),https://charts.checkonchain.com/btconchain/supply/lthnetposchange_1/lthnetposchange_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,HODLer Net Position Change,Bitcoin HODLer Net Position Change,https://charts.checkonchain.com/btconchain/cointime/hodlernetpositionchange/hodlernetpositionchange_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Revived Supply 6m+,Revived Supply Breakdown by Age,https://charts.checkonchain.com/btconchain/supply/revived_supply_0_supply/revived_supply_0_supply_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Revived Supply 6m+,Realised Value Breakdown by Age,https://charts.checkonchain.com/btconchain/supply/revived_supply_0_realized/revived_supply_0_realized_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Revived Supply 6m+,Net Realised Profit/Loss Breakdown by Age,https://charts.checkonchain.com/btconchain/supply/revived_supply_0_costvalue/revived_supply_0_costvalue_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Revived Supply 6m+,Realised Value Breakdown by Age,https://charts.checkonchain.com/btconchain/supply/revived_supply_2_realized/revived_supply_2_realized_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Revived Supply 6m+,Revived Supply Breakdown by Age,https://charts.checkonchain.com/btconchain/supply/revived_supply_1_supply/revived_supply_1_supply_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Revived Supply 6m+,Revived Supply By Year [BTC],https://charts.checkonchain.com/btconchain/supply/revived_supply_byyear_0/revived_supply_byyear_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Revived Supply 6m+,Revived Supply By Year [USD],https://charts.checkonchain.com/btconchain/supply/revived_supply_byyear_1/revived_supply_byyear_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Spent Supply Binary Indicator,Long-Term Holder Binary Spending Indicator,https://charts.checkonchain.com/btconchain/supply/binaryspending_indicator/binaryspending_indicator_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Spent Supply Binary Indicator,Long-Term Holder Distribution Since 2018-01-01,https://charts.checkonchain.com/btconchain/demand/sold_lthspent_2018-01-01/sold_lthspent_2018-01-01_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Spent Supply Binary Indicator,Long-Term Holder Distribution Since 2022-11-09,https://charts.checkonchain.com/btconchain/demand/sold_lthspent_2022-11-09/sold_lthspent_2022-11-09_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Spent Volume Age Bands,Spent Volume Age Bands,https://charts.checkonchain.com/btconchain/supply/spent_volume_agebands_0/spent_volume_agebands_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Spent Volume Age Bands,Spent Volume Age Bands,https://charts.checkonchain.com/btconchain/supply/spent_volume_agebands_1/spent_volume_agebands_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Volume Breakdown by Size,Onchain Volume Breakdown by Size,https://charts.checkonchain.com/btconchain/supply/volume_size_2_supply/volume_size_2_supply_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Volume Breakdown by Size,Realised Value Breakdown by Size,https://charts.checkonchain.com/btconchain/supply/volume_size_2_realized/volume_size_2_realized_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Volume Breakdown by Size,Net Realised Profit/Loss Breakdown by Size,https://charts.checkonchain.com/btconchain/supply/volume_size_0_costvalue/volume_size_0_costvalue_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Volume Breakdown by Size,Realised Value Breakdown by Size,https://charts.checkonchain.com/btconchain/supply/volume_size_1_realized/volume_size_1_realized_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Volume Breakdown by Size,Volume Breakdown by USD Size,https://charts.checkonchain.com/btconchain/supply/volume_bysize_usd/volume_bysize_usd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Retail Holders(Under 100 BTC),Retail Holder (,https://charts.checkonchain.com/btconchain/supply/distribution_shrimpcrabfish_30/distribution_shrimpcrabfish_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Retail Holders(Under 100 BTC),Retail Holder (,https://charts.checkonchain.com/btconchain/supply/distribution_shrimpcrabfish_90/distribution_shrimpcrabfish_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,High Net Worth(10-1kBTC),Fish and Sharks (10-1k BTC) Balance Change (30-day),https://charts.checkonchain.com/btconchain/supply/distribution_fishshark_30/distribution_fishshark_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,High Net Worth(10-1kBTC),Fish and Sharks (10-1k BTC) Balance Change (90-day),https://charts.checkonchain.com/btconchain/supply/distribution_fishshark_90/distribution_fishshark_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Sharks and Whales(100BTC+),"Sharks, Whales and Exchanges (>100 BTC) Balance Change (30-day)",https://charts.checkonchain.com/btconchain/supply/distribution_sharkwhalexchange_30/distribution_sharkwhalexchange_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Sharks and Whales(100BTC+),"Sharks, Whales and Exchanges (>100 BTC) Balance Change (90-day)",https://charts.checkonchain.com/btconchain/supply/distribution_sharkwhalexchange_90/distribution_sharkwhalexchange_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Whales and Exchanges(1kBTC+),Whales and Exchanges (>1k BTC) Balance Change (30-day),https://charts.checkonchain.com/btconchain/supply/distribution_whalexchange_30/distribution_whalexchange_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Whales and Exchanges(1kBTC+),Whales and Exchanges (>1k BTC) Balance Change (90-day),https://charts.checkonchain.com/btconchain/supply/distribution_whalexchange_90/distribution_whalexchange_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Hashrate Ribbons,Hash Ribbons,https://charts.checkonchain.com/btconchain/mining/hashribbons/hashribbons_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Hashrate Ribbons,Hashrate Net Position Change (30-day),https://charts.checkonchain.com/btconchain/mining/hashrate_change/hashrate_change_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Puell Multiple,The Puell Multiple,https://charts.checkonchain.com/btconchain/mining/puellmultiple/puellmultiple_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Mining Pulse,The Mining Pulse,https://charts.checkonchain.com/btconchain/mining/miningpulse/miningpulse_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Hashprice,Hash Price and Miner Revenue,https://charts.checkonchain.com/btconchain/mining/hashprice/hashprice_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Miner Revenue From Fees,Miner Revenue,https://charts.checkonchain.com/btconchain/mining/miner_revenue/miner_revenue_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Difficulty Regression Model,Difficulty Regression Model (Estimated Avg Production Price),https://charts.checkonchain.com/btconchain/mining/difficultyregression/difficultyregression_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Difficulty per Issuance Model,Difficulty per Issuance Model (Estimated Avg Production Price),https://charts.checkonchain.com/btconchain/mining/difficultyperissuance/difficultyperissuance_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Profitable Mining Days,Estimated Number of Profitable Days for Miners,https://charts.checkonchain.com/btconchain/mining/minerprofitabledays/minerprofitabledays_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Profitable Mining Days,Miner Revenue vs Estimated Production Expense,https://charts.checkonchain.com/btconchain/mining/revenuevscost/revenuevscost_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Drawdowns Corrections and Rally Strength,Bitcoin Market Drawdowns (%),https://charts.checkonchain.com/btconchain/technical/technical_drawdowns_0/technical_drawdowns_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Drawdowns Corrections and Rally Strength,Bitcoin Market Drawdowns (USD),https://charts.checkonchain.com/btconchain/technical/technical_drawdowns_1/technical_drawdowns_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Drawdowns Corrections and Rally Strength,Bitcoin Bull Market Correction Drawdowns,https://charts.checkonchain.com/btconchain/technical/technical_drawdowns_bull/technical_drawdowns_bull_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Drawdowns Corrections and Rally Strength,Bitcoin Bear Market Rally Performance,https://charts.checkonchain.com/btconchain/technical/technical_drawdowns_bear/technical_drawdowns_bear_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,"Cycle Performance vs Halvings, Tops and Bottoms",Bitcoin Index Performance Since Halving,https://charts.checkonchain.com/btconchain/technical/technical_epochcycle_price_0/technical_epochcycle_price_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,"Cycle Performance vs Halvings, Tops and Bottoms",Bitcoin Index Performance Since Cycle Low,https://charts.checkonchain.com/btconchain/technical/technical_epochcycle_price_-1/technical_epochcycle_price_-1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,"Cycle Performance vs Halvings, Tops and Bottoms",Bitcoin Index Performance Since Cycle ATH,https://charts.checkonchain.com/btconchain/technical/technical_epochcycle_price_1/technical_epochcycle_price_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,"Quarterly, Monthly, and Weekly ROI","Quarterly, Monthly, and Weekly Returns",https://charts.checkonchain.com/btconchain/technical/technical_quarterlymonthlyweeklyroi/technical_quarterlymonthlyweeklyroi_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,"Quarterly, Monthly, and Weekly ROI",Bitcoin Intraday Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_intradaypriceperformance_0/technical_intradaypriceperformance_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,"Quarterly, Monthly, and Weekly ROI",Bitcoin Intraday Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_intradaypriceperformance_1/technical_intradaypriceperformance_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,"Quarterly, Monthly, and Weekly ROI",Rolling 365d Return Multiple,https://charts.checkonchain.com/btconchain/technical/yoy_performance/yoy_performance_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,"Quarterly, Monthly, and Weekly ROI",Market Cap 1-day Change,https://charts.checkonchain.com/btconchain/technical/market_cap/market_cap_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Performance Bars,Bitcoin Daily Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_dailypriceperformance_1d_0/technical_dailypriceperformance_1d_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Performance Bars,Bitcoin Weekly Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_dailypriceperformance_1w_0/technical_dailypriceperformance_1w_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Performance Bars,Bitcoin Monthly Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_dailypriceperformance_1m_0/technical_dailypriceperformance_1m_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Performance Bars,Bitcoin Quarterly Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_dailypriceperformance_3m_0/technical_dailypriceperformance_3m_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Performance Bars,Bitcoin Yearly Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_dailypriceperformance_1y_0/technical_dailypriceperformance_1y_0_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Performance Bars,Bitcoin Daily Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_dailypriceperformance_1d_1/technical_dailypriceperformance_1d_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Performance Bars,Bitcoin Weekly Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_dailypriceperformance_1w_1/technical_dailypriceperformance_1w_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Performance Bars,Bitcoin Monthly Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_dailypriceperformance_1m_1/technical_dailypriceperformance_1m_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Performance Bars,Bitcoin Quarterly Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_dailypriceperformance_3m_1/technical_dailypriceperformance_3m_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Performance Bars,Bitcoin Yearly Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_dailypriceperformance_1y_1/technical_dailypriceperformance_1y_1_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Profitable Trading Days,Profitable Days,https://charts.checkonchain.com/btconchain/technical/technical_profitabledays/technical_profitabledays_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Seasonal Performance,Bitcoin Monthly Price Performance,https://charts.checkonchain.com/btconchain/technical/technical_table_monthlyperf_price/technical_table_monthlyperf_price_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Seasonal Performance,Bitcoin Monthly Average Performance,https://charts.checkonchain.com/btconchain/technical/seasonality_bymonth_bars_btc/seasonality_bymonth_bars_btc_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Seasonal Performance,Bitcoin Performance By Year,https://charts.checkonchain.com/btconchain/tradfi/performancebyyear_Bitcoin/performancebyyear_Bitcoin_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Seasonal Performance,GOLD Performance By Year,https://charts.checkonchain.com/btconchain/tradfi/performancebyyear_GOLD/performancebyyear_GOLD_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Seasonal Performance,SPX Performance By Year,https://charts.checkonchain.com/btconchain/tradfi/performancebyyear_SPX/performancebyyear_SPX_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Seasonal Performance,NDQ Performance By Year,https://charts.checkonchain.com/btconchain/tradfi/performancebyyear_NDQ/performancebyyear_NDQ_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Seasonal Performance,DXY Performance By Year,https://charts.checkonchain.com/btconchain/tradfi/performancebyyear_DXY/performancebyyear_DXY_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Bollinger Bands,Bollinger Bands,https://charts.checkonchain.com/btconchain/technical/technical_bollingerbands_20/technical_bollingerbands_20_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Bollinger Bands,Bollinger Bands,https://charts.checkonchain.com/btconchain/technical/technical_bollingerbands_140/technical_bollingerbands_140_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Realized Volatility,Realized Volatility,https://charts.checkonchain.com/btconchain/technical/technical_realizedvolatility/technical_realizedvolatility_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Range Low/High,"7-day Price High, Low and Range",https://charts.checkonchain.com/btconchain/technical/technical_pricehighlowrange_7/technical_pricehighlowrange_7_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Range Low/High,"30-day Price High, Low and Range",https://charts.checkonchain.com/btconchain/technical/technical_pricehighlowrange_30/technical_pricehighlowrange_30_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Price Range Low/High,"90-day Price High, Low and Range",https://charts.checkonchain.com/btconchain/technical/technical_pricehighlowrange_90/technical_pricehighlowrange_90_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Relative Strength Index 14,Relative Strength Index (RSI-14),https://charts.checkonchain.com/btconchain/technical/technical_rsi14_1d/technical_rsi14_1d_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Relative Strength Index 14,Relative Strength Index (RSI-14),https://charts.checkonchain.com/btconchain/technical/technical_rsi14_1w/technical_rsi14_1w_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Relative Strength Index 14,Relative Strength Index (RSI-14),https://charts.checkonchain.com/btconchain/technical/technical_rsi14_1m/technical_rsi14_1m_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Stochastic Oscillator,Stochastic Oscillator,https://charts.checkonchain.com/btconchain/technical/technical_stochasticoscillator/technical_stochasticoscillator_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,MACD,Moving Average Convergence Divergence (MACD),https://charts.checkonchain.com/btconchain/technical/technical_macd/technical_macd_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Choppiness Index,Choppiness Index,https://charts.checkonchain.com/btconchain/technical/technical_choppinessindex/technical_choppinessindex_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Market Dominance Measures,Market Dominance Measures,https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_marketdominance/capitalrotation_marketdominance_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Market Dominance Measures,Market Cap Divergence of Bitcoin from Crypto,https://charts.checkonchain.com/btconchain/capitalrotation/marketcap_divergence/marketcap_divergence_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Market Dominance Measures,There Is No Second Best,https://charts.checkonchain.com/btconchain/capitalrotation/marketcap_bars/marketcap_bars_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Shitcoin Performance vs BTC,Shitcoin Price Performance vs Bitcoin,https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_shitcoinvsbtc_crypto/capitalrotation_shitcoinvsbtc_crypto_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Sharpe and Sortino Ratio,Sharpe Ratio,https://charts.checkonchain.com/btconchain/capitalrotation/sharperatio_btc/sharperatio_btc_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Sharpe and Sortino Ratio,Sharpe Ratio Comparison with Tradfi Assets (5-year),https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_sharperatio_tradfi/capitalrotation_sharperatio_tradfi_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Sharpe and Sortino Ratio,Sharpe Ratio Comparison vs Crypto-assets (5.0-year),https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_sharperatio_crypto/capitalrotation_sharperatio_crypto_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Sharpe and Sortino Ratio,Sortino Ratio,https://charts.checkonchain.com/btconchain/capitalrotation/sortinoratio_btc/sortinoratio_btc_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Sharpe and Sortino Ratio,Sortino Ratio Comparison with Tradfi Assets (5-year),https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_sortinoratio_tradfi/capitalrotation_sortinoratio_tradfi_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,Sharpe and Sortino Ratio,Sortino Ratio Comparison vs Crypto-assets (5.0-year),https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_sortinoratio_crypto/capitalrotation_sortinoratio_crypto_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,CAGR Comparison,Compound Annual Growth Rate (CAGR),https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_cagr/capitalrotation_cagr_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,CAGR Comparison,CAGR Comparison with TradFi Assets (5-year),https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_cagr_tradfi/capitalrotation_cagr_tradfi_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,CAGR Comparison,CAGR Comparison with Crypto-assets (5.0-year),https://charts.checkonchain.com/btconchain/capitalrotation/capitalrotation_cagr_crypto/capitalrotation_cagr_crypto_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,The BXY Exchange Rate Index,The Bitcoin Index Exchange Rate (BXY),https://charts.checkonchain.com/btconchain/tradfi/tradfi_bxy_indexexchangerate_btc/tradfi_bxy_indexexchangerate_btc_light.html
Bitcoin On-Chain Analysis & Charts - Professional BTC Metrics and Market Indicators,The BXY Exchange Rate Index,Fiat Currencies Priced in Gold Since 2022-02-01,https://charts.checkonchain.com/btconchain/tradfi/forexpricedingold/forexpricedingold_light.html
